Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,,,0,4.48,Simon & Schuster,ebook,320,2022,2022,,1/26/2023,to-read,to-read (#192),to-read,,,,0,0
61150440,"A Fire in the Flesh (Flesh and Fire, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1957568496,,0,4.28,Blue Box Press,Kindle Edition,632,2023,2023,,1/17/2023,to-read,to-read (#180),to-read,,,,0,0
54319549,"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,2,4.38,Blue Box Press,Kindle Edition,637,2020,2020,5/23/2021,5/21/2021,2021,2021 (#6),read,,,,1,0
60150115,"A Light in the Flame (Flesh and Fire, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1957568143,9781957568140,2,4.53,Bluebox Press,Paperback,652,2022,2022,11/18/2022,6/17/2022,2022,2022 (#99),read,This whole book could have been a 100 page 150 max. Barely anything happened. Although I have to admit that I’ll likely read the following book ,,,1,0
57282383,"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,2,4.48,Blue Box Press,Hardcover,647,2021,2021,2/24/2022,11/8/2021,2022,2022 (#20),read,,,,1,0
63847274,"A Soul of Ash and Blood (Blood and Ash, #5)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1957568461,9781957568461,1,3.99,Blue Box Press,Kindle Edition,636,2023,2023,8/7/2023,1/17/2023,2023,2023 (#18),read,What was the point of this book?<br/>And why did I read it?,,,1,0
17455817,"Every Last Breath (The Dark Elements, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,0373211147,9780373211142,3,4.22,Harlequin Teen,Paperback,378,2015,2015,1/9/2018,12/25/2017,2018,2018 (#3),read,,,,1,0
52831200,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1952457017,9781952457012,4,4.25,Blue Box Press,ebook,622,2020,2020,5/21/2021,5/20/2021,2021,2021 (#5),read,,,,1,0
26529699,"Oblivion (Lux, #1.5)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,5,4.34,Entangled: Teen,Paperback,352,2015,2015,10/19/2016,6/30/2016,2016,2016 (#40),read,,,,1,0
12578077,"Obsidian (Lux, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,5,4.14,Entangled Teen,Paperback,335,2012,2011,6/18/2016,4/23/2016,"2016, owned","2016 (#7), owned (#42)",read,,,,1,1
13047090,"Onyx (Lux, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,4,4.24,Entangled Teen,Paperback,421,2012,2012,6/23/2016,6/22/2016,2016,2016 (#36),read,,,,1,0
13362536,"Opal (Lux, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1620610094,9781620610091,5,4.25,Entangled Teen,Paperback,394,2012,2012,6/26/2016,6/23/2016,2016,2016 (#37),read,,,,1,0
13644055,"Opposition (Lux, #5)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1622662644,9781622662647,5,4.34,Entangled Teen,Paperback,533,2014,2014,6/30/2016,6/28/2016,2016,2016 (#39),read,,,,1,0
13644052,"Origin (Lux, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,5,4.33,Entangled Publishing,Paperback,374,2013,2013,6/28/2016,6/26/2016,2016,2016 (#38),read,,,,1,0
17455815,"Stone Cold Touch (The Dark Elements, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,3,4.21,Harlequin Teen,Kindle Edition,464,2014,2014,8/30/2017,8/30/2017,2017,2017 (#51),read,,,,1,0
55240343,"The ​Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1952457254,9781952457258,3,4.2,Blue Box Press,Paperback,645,2021,2021,5/30/2021,5/23/2021,2021,2021 (#7),read,,,,1,0
57815107,"The War of Two Queens (Blood and Ash, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,9781952457722,3,4.08,Blue Box Press,ebook,628,2022,2022,3/21/2022,1/6/2022,2022,2022 (#28),read,I don’t know how I feel about this series,,,1,0
17455585,"White Hot Kiss (The Dark Elements, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,4,4.19,Harlequin Teen,Kindle Edition,388,2014,2014,8/30/2017,8/2/2017,2017,2017 (#50),read,,,,1,0
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,1368052401,9781368052405,3,4.19,"Little, Brown Books for Young Readers",Hardcover,386,2020,2020,7/27/2021,7/19/2021,2021,2021 (#15),read,,,,1,0
28686840,Holding Up the Universe,Jennifer Niven,"Niven, Jennifer",,0385755929,9780385755924,1,3.71,Knopf Books for Young Readers,Hardcover,391,2016,2016,,8/9/2017,"2017, owned","2017 (#58), owned (#56)",read,,,,1,1
54860614,Ariadne,Jennifer Saint,"Saint, Jennifer",,125077358X,9781250773586,0,3.81,Flatiron Books,Hardcover,320,2021,2021,,7/12/2022,to-read,to-read (#62),to-read,,,,0,0
59692061,"Between Wrath and Mercy (The Divine Between, #1)",Jess Wisecup,"Wisecup, Jess",,,9798790103902,0,4.16,Independently published,Paperback,566,2022,2022,,11/7/2022,to-read,to-read (#144),to-read,,,,0,0
60784605,Maame,Jessica George,"George, Jessica",,,,0,4.08,St. Martin's Press,Hardcover,320,2023,2023,,12/13/2022,to-read,to-read (#172),to-read,,,,0,0
26106502,"The Year I Became Isabella Anders (Sunnyvale, #1)",Jessica Sorensen,"Sorensen, Jessica",,,,3,3.96,,Paperback,248,2015,2015,2/22/2017,2/22/2017,2017,2017 (#29),read,,,,1,0
26245953,"The Year of Falling in Love (Sunnyvale, #2)",Jessica Sorensen,"Sorensen, Jessica",,,,3,4.05,,ebook,198,2016,2016,2/24/2017,2/23/2017,2017,2017 (#30),read,,,,1,0
28442624,"The Year of Second Chances (Sunnyvale, #3)",Jessica Sorensen,"Sorensen, Jessica",,,,3,4,,ebook,170,2016,2016,2/24/2017,2/24/2017,2017,2017 (#31),read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,,,1,4.14,Dutton Books,Hardcover,313,2012,2012,,4/23/2016,owned,owned (#12),read,,,,1,0
30152023,"Rogue Lawyer (Rogue Lawyer, #1)",John Grisham,"Grisham, John",,0553393480,9780553393484,3,3.78,Anchor,Mass Market Paperback,400,2016,2015,,8/31/2018,"2018, owned","2018 (#20), owned (#43)",read,,,,1,0
52694527,"The Shadow of the Gods (The Bloodsworn Saga, #1)",John Gwynne,"Gwynne, John",,0356514188,9780356514185,0,4.26,Orbit,Hardcover,480,2021,2021,,7/19/2023,to-read,to-read (#222),to-read,,,,0,0
58659343,Our Wives Under the Sea,Julia Armfield,"Armfield, Julia",,152901722X,9781529017229,0,3.82,Picador,Paperback,240,2022,2022,,1/26/2023,to-read,to-read (#193),to-read,,,,0,0
44107480,Lovely War,Julie Berry,"Berry, Julie",,,,0,4.24,Viking Books for Young Readers,Hardcover,471,2019,2019,,10/11/2022,to-read,to-read (#90),to-read,,,,0,0
11098871,"Summer's Crossing (Iron Fey, #3.5)",Julie Kagawa,"Kagawa, Julie",,1459206401,9781459206403,4,4.07,Harlequin Teen,ebook,72,2011,2011,1/10/2017,1/9/2017,2017,2017 (#15),read,,,,1,0
7747064,"The Iron Daughter (The Iron Fey, #2)",Julie Kagawa,"Kagawa, Julie",,0373210132,9780373210138,4,4.08,Harlequin Teen,Paperback,359,2010,2010,1/7/2017,1/1/2017,2017,2017 (#10),read,,,,1,0
6644117,"The Iron King (The Iron Fey, #1)",Julie Kagawa,"Kagawa, Julie",,0373210086,9780373210084,2,3.88,Harlequin Teen,Paperback,363,2010,2010,1/1/2017,12/18/2016,2017,2017 (#8),read,,,,1,0
9659607,"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,"Kagawa, Julie",,0373210361,9780373210367,5,4.18,Harlequin TEEN,Paperback,400,2011,2011,1/23/2017,1/10/2017,2017,2017 (#16),read,,,,1,0
8685612,"The Iron Queen (The Iron Fey, #3)",Julie Kagawa,"Kagawa, Julie",,0373210183,9780373210183,4,4.2,Harlequin Teen,Paperback,384,2011,2011,1/9/2017,1/7/2017,2017,2017 (#14),read,,,,1,0
8070049,"Winter's Passage (Iron Fey, #1.5)",Julie Kagawa,"Kagawa, Julie",,1426858329,9781426858321,3,3.93,Harlequin Teen,ebook,59,2010,2010,1/1/2017,1/1/2017,2017,2017 (#11),read,,,,1,0
57198961,"A Fate of Wrath & Flame (Fate & Flame, #1)",K.A. Tucker,"Tucker, K.A.",,1990105149,,0,4.17,K.A. Tucker,Kindle Edition,547,2021,2021,,11/7/2022,to-read,to-read (#132),to-read,,,,0,0
60283689,"A Lust for Blood (Realm of Curses, #1)",K.C.  Smith,"Smith, K.C.",,,,0,3.64,,Paperback,354,2022,,,11/7/2022,to-read,to-read (#143),to-read,,,,0,0
58785677,"A Ruin of Roses (Deliciously Dark Fairytales, #1)",K.F. Breene,"Breene, K.F.",,,,0,3.83,Independently Published,Kindle Edition,386,2021,2021,,11/6/2022,to-read,to-read (#131),to-read,,,,0,0
49858150,"Chosen (The Warrior Chronicles, #1)",K.F. Breene,"Breene, K.F.",,,,0,4.1,,Kindle Edition,413,2019,2014,,11/6/2022,to-read,to-read (#120),to-read,,,,0,0
44414927,"Fortuna Sworn (Fortuna Sworn, #1)",K.J. Sutton,"Sutton, K.J.",,0578489678,9780578489674,0,3.61,"Once Upon a Time Books, LLC",Paperback,314,2019,2019,,11/23/2022,to-read,to-read (#168),to-read,,,,0,0
32887579,"One of Us Is Lying (One of Us Is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,0141375639,9780141375632,3,3.95,Puffin,Paperback,360,2017,2017,8/7/2022,3/14/2022,"2022, owned","2022 (#60), owned (#64)",read,,,,1,0
30256248,By Your Side,Kasie West,"West, Kasie",,0062455869,9780062455864,2,3.86,HarperTeen,Paperback,346,2017,2017,,7/12/2017,2017,2017 (#56),read,,,,1,0
36127456,Listen to Your Heart,Kasie West,"West, Kasie",,133821005X,9781338210057,0,3.84,Point,Hardcover,336,2018,2018,,1/22/2018,2018,2018 (#16),read,,,,1,0
35068742,"Love, Life, and the List (Love, Life, and the List, #1)",Kasie West,"West, Kasie",,0062675788,9780062675781,4,3.8,HarperTeen,ebook,400,2017,2017,2/14/2018,2/13/2018,2018,2018 (#6),read,,,,1,0
18298225,"On the Fence (Old Town Shops, #2)",Kasie West,"West, Kasie",,0062235672,9780062235671,1,4.02,HarperTeen,Paperback,295,2014,2014,8/25/2017,7/12/2017,2017,2017 (#45),read,,,,1,0
25486998,P.S. I Like You,Kasie West,"West, Kasie",,0545850975,9780545850971,3,4.04,Point,Hardcover,329,2016,2016,1/29/2017,1/29/2017,2017,2017 (#19),read,,,,1,0
15283043,"The Distance Between Us (Old Town Shops, #1)",Kasie West,"West, Kasie",,0062235656,9780062235657,3,3.91,HarperTeen,Paperback,312,2013,2013,,8/7/2017,2017,2017 (#57),read,,,,1,0
18660447,The Fill-In Boyfriend,Kasie West,"West, Kasie",,006233638X,9780062336385,2,3.9,HarperTeen,Paperback,352,2015,2015,8/25/2017,7/12/2017,2017,2017 (#46),read,,,,1,0
53312623,"Exodus (The Ravenhood, #2)",Kate  Stewart,"Stewart, Kate",,,9798672214306,3,4.42,Independently published,Paperback,450,2020,2020,2/10/2022,2/5/2022,2022,2022 (#18),read,,,,1,0
40748777,"Flock (The Ravenhood, #1)",Kate  Stewart,"Stewart, Kate",,,9798666886403,2,4.14,Independently published,Paperback,354,2020,2020,2/5/2022,1/31/2022,2022,2022 (#15),read,"2 stars. This was a very plotless book, the truly felt very directionless and aimless. Cecelia was........... she reminds of the girl in the kingdom of the wicked book, but worse, like infinitely worse. I'm still trying to figure out why they love her so much apart from her looks obviously since that's all they ever talk about. But I do like the boys both Sean and Dominic, they made the book ar more intriguing than it was. The ending was interesting enough that I will definitely keep reading the book. Since the second book is the popular one, I'll judge the series after I finish it.",,,1,0
60784373,What Lies in the Woods,Kate Alice Marshall,"Marshall, Kate Alice",,1250859883,9781250859884,0,3.97,Flatiron Books,Hardcover,322,2023,2023,,4/28/2023,to-read,to-read (#216),to-read,,,,0,0
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,006294150X,9780062941503,0,4.09,William Morrow,Hardcover,373,2020,2020,,10/6/2022,to-read,to-read (#86),to-read,,,,0,0
25489134,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,"Arden, Katherine",,1101885939,9781101885932,0,4.1,Del Rey,Hardcover,319,2017,2017,,7/16/2022,to-read,to-read (#68),to-read,,,,0,0
54995584,"The Contortionist (Harrow Faire, #1)",Kathryn Ann Kingsley,"Kingsley, Kathryn Ann",,,,0,4.02,Kathryn Ann Kingsley,Kindle Edition,280,2020,2020,,11/11/2022,to-read,to-read (#153),to-read,,,,0,0
60042507,"The Unseelie Prince (Maze of Shadows, #1)",Kathryn Ann Kingsley,"Kingsley, Kathryn Ann",,,,0,3.78,,Kindle Edition,338,2021,2021,,11/11/2022,to-read,to-read (#152),to-read,,,,0,0
10194514,"Pushing the Limits (Pushing the Limits, #1)",Katie McGarry,"McGarry, Katie",,0373210493,9780373210497,3,4.05,Harlequin Teen,Hardcover,392,2012,2012,,1/20/2018,2017,2017 (#55),read,,,,1,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,059331817X,9780593318171,0,3.75,Alfred A. Knopf,Hardcover,303,2021,2021,,1/26/2023,to-read,to-read (#188),to-read,,,,0,0
2800905,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,"Armstrong, Kelley",,0061662690,9780061662690,1,4.02,HarperCollins,Hardcover,390,2008,2008,9/16/2016,4/23/2016,2016,2016 (#11),read,,,,1,0
52772417,"Kingdom of the Cursed (Kingdom of the Wicked, #2)",Kerri Maniscalco,"Maniscalco, Kerri",,1529350506,9781529350500,2,4.15,Hodder & Stoughton,Hardcover,437,2021,2021,12/25/2021,12/18/2021,2021,2021 (#34),read,"It’s more of a 3.5 ⭐️ book. <br/>Wrath saved the book, and the ending was well very unexpected. All the side characters were so interesting and  I wished we got to see them more, especially Anir. He was the best",,,1,0
52735921,"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,"Maniscalco, Kerri",,0316428469,9780316428460,3,3.91,Jimmy Patterson Books,Hardcover,372,2020,2020,12/18/2021,11/8/2021,2021,2021 (#32),read,,,,1,0
40727470,"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",Kerri Maniscalco,"Maniscalco, Kerri",,,,2,3.96,Jimmy Patterson,Kindle Edition,337,2016,2016,10/27/2021,10/17/2021,2021,2021 (#19),read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,1594489505,9781594489501,0,4.43,Riverhead Books,Hardcover,372,2007,2007,,1/26/2023,"to-read, owned","to-read (#187), owned (#84)",to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,,,0,4.34,Riverhead Books,Paperback,371,2004,2003,,10/11/2022,"to-read, owned","to-read (#94), owned (#94)",to-read,,,,0,0
26074181,"The Crown (The Selection, #5)",Kiera Cass,"Cass, Kiera",,0062392174,9780062392176,1,3.63,HarperTeen,Hardcover,278,2016,2016,7/11/2016,4/23/2016,"2016, owned","2016 (#31), owned (#25)",read,,,,1,1
16248068,"The Elite (The Selection, #2)",Kiera Cass,"Cass, Kiera",,0062059963,9780062059963,5,3.95,HarperTeen,Hardcover,336,2013,2013,,4/23/2016,2016,2016 (#28),read,,,,1,0
22918050,"The Heir (The Selection, #4)",Kiera Cass,"Cass, Kiera",,,,1,3.65,HarperTeen,Kindle Edition,342,2015,2015,,4/23/2016,,,read,,,,1,0
18635016,"The One (The Selection, #3)",Kiera Cass,"Cass, Kiera",,0062059998,9780062059994,5,4.16,HarperTeen,Hardcover,323,2014,2014,,4/23/2016,2016,2016 (#29),read,,,,1,0
15820748,"The Prince (The Selection, #0.5)",Kiera Cass,"Cass, Kiera",,0062248162,9780062248169,3,3.9,HarperTeen,ebook,64,2013,2013,,4/23/2016,2016,2016 (#30),read,,,,1,0
10507293,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,0062059939,9780062059932,4,4.09,HarperTeen,Hardcover,336,2012,2012,,4/23/2016,"2016, owned","2016 (#8), owned (#19)",read,,,,1,1
25817407,The Siren,Kiera Cass,"Cass, Kiera",,0062391992,9780062391995,2,3.7,HarperTeen,Hardcover,327,2016,2009,8/7/2016,4/23/2016,"2016, owned","2016 (#3), owned (#58)",read,,,,1,1
43568394,"The Guinevere Deception (Camelot Rising, #1)",Kiersten White,"White, Kiersten",,0525581685,9780525581680,0,3.76,Delacorte Press,Library Binding,352,2019,2019,,11/19/2022,to-read,to-read (#166),to-read,,,,0,0
52692515,There's No Such Thing as an Easy Job,Kikuko Tsumura,"Tsumura, Kikuko",Polly Barton,1526622246,9781526622242,0,3.61,Bloomsbury Publishing,Paperback,416,2020,2015,,2/19/2023,dnf,dnf (#7),dnf,,,,0,0
6931356,"The DUFF: Designated Ugly Fat Friend (Hamilton High, #1)",Kody Keplinger,"Keplinger, Kody",,0316084239,9780316084239,2,3.8,Little Brown/Poppy,Hardcover,280,2010,2010,,4/23/2016,,,read,,,,1,0
55475442,"Addicted to You (Addicted, #1)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,,,0,3.79,K.B. Ritchie,Kindle Edition,335,2020,2013,,12/2/2021,dnf,dnf (#3),dnf,,,,0,0
55445159,Pack Up the Moon,Kristan Higgins,"Higgins, Kristan",,0451489489,9780451489487,0,4.21,Berkley,Paperback,480,2021,2021,,10/3/2022,to-read,to-read (#84),to-read,,,,0,0
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,,9780152063962,2,4.07,Harcourt,Hardcover,471,2008,2008,2/3/2018,1/20/2018,2018,2018 (#4),read,,,,1,0
53138081,The Four Winds,Kristin Hannah,"Hannah, Kristin",,,,0,4.3,St. Martin's Press,Hardcover,464,2021,2021,,3/28/2022,to-read,to-read (#38),to-read,,,,0,0
43263516,The Great Alone,Kristin Hannah,"Hannah, Kristin",,1250229537,9781250229533,4,4.4,St. Martin's Griffin,Paperback,576,2019,2018,12/14/2022,7/24/2022,"2022, owned","2022 (#107), owned (#6)",read,,,,1,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,0312577222,9780312577223,0,4.61,St. Martin's Press,Hardcover,440,2015,2015,,3/28/2022,to-read,to-read (#39),to-read,,,,0,0
7991200,"Angel (Angel, #1)",L.A. Weatherly,"Weatherly, L.A.",,1409521966,9781409521969,1,3.86,Usborne Publishing Ltd,Paperback,507,2010,2010,,7/22/2016,,,read,,,,1,0
58988311,"Curse of Shadows and Thorns (The Broken Kingdoms, #1)",L.J. Andrews,"Andrews, L.J.",,0578970171,9780578970172,0,4.02,Bowker,Paperback,348,2021,2021,,11/7/2022,dnf,dnf (#6),dnf,This book just put me in a whole month worth of slump! Might give it a chance sometime other time (unlikely,,,0,0
28449207,"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,"Taylor, Laini",,0316341681,9780316341684,0,4.29,"Little, Brown Books for Young Readers",Hardcover,544,2017,2017,,4/7/2017,to-read,to-read (#2),to-read,,,,0,0
61713106,I Fell in Love with Hope,Lancali.,"Lancali., Lancali.",,,9798986599601,0,4.04,Lancali LLC,Paperback,402,2022,2022,,9/29/2022,to-read,to-read (#81),to-read,,,,0,0
32505753,"Ash Princess (Ash Princess Trilogy, #1)",Laura Sebastian,"Sebastian, Laura",,1524767069,9781524767068,1,3.87,Delacorte Books for Young Readers,Hardcover,432,2018,2018,11/20/2022,11/13/2022,"2022, owned","2022 (#101), owned (#3)",read,,,,1,0
62891197,"A Strange Hymn (The Bargainer, #2)",Laura Thalassa,"Thalassa, Laura",,1728272939,9781728272931,0,4.02,Bloom Books,Kindle Edition,385,2022,2017,,9/30/2023,currently-reading,currently-reading (#4),currently-reading,,,,1,0
61269025,"Death (The Four Horsemen, #4)",Laura Thalassa,"Thalassa, Laura",,,,2,4.27,,Hardcover,523,2022,2021,11/1/2022,10/29/2022,2022,2022 (#95),read,,,,1,0
61269019,"Famine (The Four Horsemen, #3)",Laura Thalassa,"Thalassa, Laura",,,,3,4.19,,Hardcover,454,2022,2020,10/29/2022,10/28/2022,2022,2022 (#93),read,,,,1,0
61268995,"Pestilence (The Four Horsemen, #1)",Laura Thalassa,"Thalassa, Laura",,,,2,3.89,,Hardcover,362,2022,2018,10/25/2022,10/25/2022,2022,2022 (#90),read,,,,1,0
25820414,"Rhapsodic (The Bargainer, #1)",Laura Thalassa,"Thalassa, Laura",,,,1,3.95,Lavabrook Publishing Group,Paperback,326,2016,2016,9/30/2023,11/6/2022,2023,2023 (#26),read,,,,1,0
61269011,"War (The Four Horsemen, #2)",Laura Thalassa,"Thalassa, Laura",,,,3,4.05,,Hardcover,467,2022,2019,10/28/2022,10/25/2022,2022,2022 (#92),read,,,,1,0
61681786,"Final Offer (Dreamland Billionaires, #3)",Lauren Asher,"Asher, Lauren",,172827222X,9781728272221,2,4.27,Bloom Books,Paperback,583,2023,2023,2/16/2023,11/28/2022,2023,2023 (#4),read,,,,1,0
60438355,"Terms and Conditions  (Dreamland Billionaires, #2)",Lauren Asher,"Asher, Lauren",,,,4,4.17,Lauren Asher,Paperback,496,2022,2022,3/5/2022,2/13/2022,2022,2022 (#24),read,,,,1,0
57658071,"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,"Asher, Lauren",,,,4,3.89,,Kindle Edition,450,2021,2021,12/31/2021,12/2/2021,2021,2021 (#35),read,4⭐️,,,1,0
58172251,"Throttled (Dirty Air, #1)",Lauren Asher,"Asher, Lauren",,1734258764,9781734258769,0,3.83,Lauren Asher,Paperback,369,2020,2020,,2/26/2022,dnf,dnf (#5),dnf,,,,0,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,,,5,4.6,Orion Children's Books,Kindle Edition,561,2016,2016,6/6/2022,2/26/2022,"2022, owned","2022 (#36), owned (#38)",read,,,,1,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,1250313074,9781250313072,0,4.04,Flatiron Books,Hardcover,461,2019,2019,,7/12/2022,"to-read, owned","to-read (#58), owned (#91)",to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,5,4.49,Henry Holt & Company,Hardcover,465,2015,2015,4/15/2022,11/8/2021,"2022, owned","2022 (#33), owned (#55)",read,,,,1,0
1751470,Minaret,Leila Aboulela,"Aboulela, Leila",,0747579423,9780747579427,5,3.58,Bloomsbury Publishing PLC,Paperback,276,2006,2005,6/20/2022,6/18/2022,"2022, owned","2022 (#41), owned (#17)",read,,,,1,0
53422971,"These Hollow Vows (These Hollow Vows, #1)",Lexi Ryan,"Ryan, Lexi",,,,0,4.01,HMH,Kindle Edition,448,2021,2021,,2/26/2022,to-read,to-read (#31),to-read,,,,0,0
58311939,"These Twisted Bonds (These Hollow Vows, #2)",Lexi Ryan,"Ryan, Lexi",,0358386586,9780358386582,0,4.01,HarperTeen,Hardcover,481,2022,2022,,10/17/2022,to-read,to-read (#99),to-read,,,,0,0
20510868,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,,,1,4.31,Berkley,Kindle Edition,465,2014,2014,3/17/2018,1/16/2018,2018,2018 (#9),read,,,,1,1
45555280,"A Tale of Stars and Shadow (A Tale of Stars and Shadow, #1)",Lisa   Cassidy,"Cassidy, Lisa",,,,0,4.31,Tate House,Paperback,500,2019,2019,,11/7/2022,to-read,to-read (#146),to-read,,,,0,0
32148570,Before We Were Yours,Lisa Wingate,"Wingate, Lisa",,0425284689,9780425284681,0,4.4,Ballantine Books,Hardcover,342,2017,2017,,1/20/2018,to-read,to-read (#5),to-read,,,,0,0
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel",,,0,4.14,Signet Classics,Mass Market Paperback,449,2004,1868,,8/30/2020,,,read,,,,1,0
58468990,The Paris Apartment,Lucy Foley,"Foley, Lucy",,0063003058,9780063003057,0,3.67,William Morrow,Hardcover,360,2022,2022,,5/28/2022,to-read,to-read (#47),to-read,,,,0,0
51591631,"Lakesedge (World at the Lake's Edge, #1)",Lyndall Clipstone,"Clipstone, Lyndall",,1250753392,9781250753397,1,3.48,Henry Holt and Co. (BYR),Hardcover,384,2021,2021,10/2/2022,9/24/2022,2022,2022 (#75),read,,,,1,0
53968496,"The Prison Healer (The Prison Healer, #1)",Lynette Noni,"Noni, Lynette",,0358434556,9780358434559,0,4.24,Clarion Books,Hardcover,416,2021,2021,,11/17/2022,"to-read, owned","to-read (#158), owned (#95)",to-read,,,,0,0
55710822,"Better than the Movies (Better than the Movies, #1)",Lynn Painter,"Painter, Lynn",,1534467629,9781534467620,3,4.29,Simon & Schuster Books for Young Readers,Hardcover,356,2021,2021,5/16/2023,4/28/2023,2023,2023 (#15),read,,,,1,0
32874746,If We Were Villains,M.L. Rio,"Rio, M.L.",,,,5,4.19,Flatiron Books,Kindle Edition,370,2017,2017,4/12/2022,3/28/2022,2022,2022 (#32),read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,0316556343,9780316556347,0,4.24,"Little, Brown and Company",Hardcover,393,2018,2018,,11/10/2021,to-read,to-read (#18),to-read,,,,0,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,,,0,4.34,Ecco,Paperback,408,2012,2011,,9/12/2021,to-read,to-read (#9),to-read,,,,0,0
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,1472223799,9781472223791,4,4.21,Tinder Press,Hardcover,372,2020,2020,8/13/2023,1/26/2023,2023,2023 (#19),read,,,,1,0
17378508,"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424968,9780545424967,4,4.26,Scholastic Press,Hardcover,391,2014,2014,7/28/2017,7/12/2017,2017,2017 (#44),read,,,,1,0
38464776,"Opal (The Raven Cycle, #4.5)",Maggie Stiefvater,"Stiefvater, Maggie",,,,2,4.12,Scholastic Inc.,Kindle Edition,42,2018,2018,3/2/2018,3/2/2018,2018,2018 (#8),read,,,,1,0
17347389,"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424941,9780545424943,4,4.22,Scholastic Press,Hardcover,439,2013,2013,5/31/2017,4/20/2017,2017,2017 (#34),read,,,,2,0
17675462,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424925,9780545424929,4,4.05,Scholastic Press,Hardcover,409,2012,2012,4/11/2017,2/14/2017,2017,2017 (#27),read,,,,1,0
17378527,"The Raven King (The Raven Cycle, #4)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424984,9780545424981,4,4.26,Scholastic Press,Hardcover,439,2016,2016,8/2/2017,3/22/2017,2017,2017 (#33),read,,,,1,0
30969741,An Enchantment of Ravens,Margaret  Rogerson,"Rogerson, Margaret",,1481497588,9781481497589,0,3.65,Margaret K. McElderry Books,Hardcover,304,2017,2017,,2/26/2022,to-read,to-read (#28),to-read,,,,0,0
