Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Read Count,Series
49976087,"Take a Hint, Dani Brown ",Talia Hibbert,"Hibbert, Talia",,0062941259,9780062941251.0,2,4.03,Avon,ebook,400,2020.0,2020.0,4/3/2022,2/26/2022,2022,2022 (#30),read,,1,"The Brown Sisters, #2"
16056408,Easy ,Tammara Webber,"Webber, Tammara",,0425266745,9780425266748.0,1,4.08,Penguin Berkley,Paperback,336,2012.0,2012.0,,7/6/2016,2016,2016 (#41),read,,1,"Contours of the Heart, #1"
35133922,Educated,Tara Westover,"Westover, Tara",,,,0,4.47,Random House,Hardcover,352,2018.0,2018.0,,12/29/2022,to-read,to-read (#176),to-read,,0,
50523477,The Jasmine Throne ,Tasha Suri,"Suri, Tasha",,0356515648,9780356515649.0,0,4.15,Orbit,Paperback,533,2021.0,2021.0,,11/7/2022,to-read,to-read (#147),to-read,,0,"The Burning Kingdoms, #1"
23492661,Maybe in Another Life,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,,,4,3.8,Washington Square Press,Paperback,342,2015.0,2015.0,9/4/2022,8/31/2022,"2022, owned","2022 (#66), owned (#5)",read,,1,
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,1501139231,9781501139239.0,5,4.44,Atria Books,Hardcover,389,2017.0,2017.0,6/21/2021,6/15/2021,2021,2021 (#13),read,,1,
42202117,"From Scratch: A Memoir of Love, Sicily, and Finding Home",Tembi Locke,"Locke, Tembi",,1501187651,9781501187650.0,0,3.95,Simon & Schuster,Hardcover,339,2019.0,2019.0,,11/11/2022,to-read,to-read (#149),to-read,,0,
58283080,"Hook, Line, and Sinker ",Tessa Bailey,"Bailey, Tessa",,0063045699,9780063045699.0,3,3.95,Avon,Paperback,400,2022.0,2022.0,3/24/2022,1/6/2022,2022,2022 (#29),read,,1,"Bellinger Sisters, #2"
55659629,It Happened One Summer ,Tessa Bailey,"Bailey, Tessa",,0063045656,9780063045651.0,3,3.99,Avon,Paperback,385,2021.0,2021.0,12/17/2021,11/8/2021,2021,2021 (#31),read,,1,"Bellinger Sisters, #1"
44148563,Love Her or Lose Her ,Tessa Bailey,"Bailey, Tessa",,0062872869,9780062872869.0,1,3.64,Avon,ebook,336,2020.0,2020.0,11/22/2021,11/20/2021,2021,2021 (#25),read,,1,"Hot & Hammered, #2"
61141014,To Carve a Fae Heart ,Tessonja Odette,"Odette, Tessonja",,,,0,3.79,Crystal Moon Press,Kindle Edition,384,2022.0,2020.0,,11/6/2022,to-read,to-read (#129),to-read,,0,"The Fair Isle Trilogy, #1"
55648820,Seven Days in June,Tia Williams,"Williams, Tia",,,,0,4.04,Grand Central Publishing,Hardcover,336,2021.0,2021.0,,2/9/2023,to-read,to-read (#196),to-read,,0,
44421460,Before the Coffee Gets Cold ,Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,1529029589,9781529029581.0,4,3.72,Picador,Paperback,213,2019.0,2015.0,1/31/2023,7/5/2022,"2023, owned","2023 (#1), owned (#1)",read,,1,"Before the Coffee Gets Cold, #1"
59365195,Bloodmarked ,Tracy Deonn,"Deonn, Tracy",,1534441638,9781534441637.0,0,4.36,Simon Schuster Books for Young Readers,Hardcover,576,2022.0,2022.0,,8/22/2022,to-read,to-read (#79),to-read,,0,"Legendborn, #2"
50892338,Legendborn ,Tracy Deonn,"Deonn, Tracy",,1534441603,9781534441606.0,4,4.37,Margaret K. McElderry Books,Hardcover,501,2020.0,2020.0,11/7/2022,11/8/2021,2022,2022 (#96),read,,1,"Legendborn, #1"
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,,,4,4.49,Doubleday Canada,Hardcover,289,2016.0,2016.0,6/30/2022,3/27/2022,2022,2022 (#44),read,,1,
33643994,Daughter of the Pirate King ,Tricia Levenseller,"Levenseller, Tricia",,1250095964,9781250095961.0,0,3.98,Feiwel  and Friends,Hardcover,308,2017.0,2017.0,,11/10/2021,to-read,to-read (#15),to-read,,0,"Daughter of the Pirate King, #1"
35702241,The Shadows Between Us ,Tricia Levenseller,"Levenseller, Tricia",,1250189969,9781250189967.0,0,3.85,Feiwel and Friends,Hardcover,326,2020.0,2020.0,,11/8/2021,to-read,to-read (#12),to-read,,0,"The Shadows Between Us, #1"
29939230,A Conjuring of Light ,V.E. Schwab,"Schwab, V.E.",,0765387468,9780765387462.0,5,4.33,Tor,Hardcover,624,2017.0,2017.0,3/13/2023,5/16/2022,"2023, favorite","2023 (#6), favorite (#14)",read,,1,"Shades of Magic, #3"
24845064,A Darker Shade of Magic ,V.E. Schwab,"Schwab, V.E.",,,,5,4.06,Titan Books,Kindle Edition,401,2015.0,2015.0,2/14/2023,6/13/2021,2023,2023 (#3),read,,1,"Shades of Magic, #1"
26236443,A Gathering of Shadows ,V.E. Schwab,"Schwab, V.E.",,1783295422,9781783295425.0,5,4.23,Titan Books,Paperback,511,2016.0,2016.0,3/2/2023,5/16/2022,2023,2023 (#5),read,,1,"Shades of Magic, #2"
58064046,Gallant,V.E. Schwab,"Schwab, V.E.",Manuel Sumberac,0062835777,9780062835772.0,0,3.73,Greenwillow Books,Hardcover,338,2022.0,2022.0,,4/17/2022,to-read,to-read (#40),to-read,,0,
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,0765387565,9780765387561.0,5,4.2,Tor Books,Hardcover,448,2020.0,2020.0,5/20/2021,5/13/2021,2021,2021 (#4),read,,1,
26856502,Vengeful ,V.E. Schwab,"Schwab, V.E.",,,,0,4.17,Tor,Kindle Edition,462,2018.0,2018.0,,5/16/2022,to-read,to-read (#42),to-read,,0,"Villains, #2"
40874032,Vicious ,V.E. Schwab,"Schwab, V.E.",,,,4,4.22,Tor Books,Kindle Edition,366,2013.0,2013.0,6/30/2022,4/18/2022,2022,2022 (#45),read,,1,"Villains, #1"
18710190,Allegiant ,Veronica Roth,"Roth, Veronica",,0007524277,9780007524273.0,1,3.6,HarperCollins Children's Book's,Hardcover,531,2013.0,2013.0,,4/23/2016,,,read,,1,"Divergent, #3"
13335037,Divergent ,Veronica Roth,"Roth, Veronica",,0062024035,9780062024039.0,4,4.15,Katherine Tegen Books,Paperback,487,2012.0,2011.0,,4/23/2016,,,read,,1,"Divergent, #1"
18126198,Four: A Divergent Story Collection ,Veronica Roth,"Roth, Veronica",,0062285688,9780062285683.0,2,3.97,Katherine Tegen Books,Paperback,285,2014.0,2014.0,,4/23/2016,,,read,,1,"Divergent, #0.1-0.4"
18080922,Four: The Son ,Veronica Roth,"Roth, Veronica",,0062285661,9780062285669.0,1,4.07,Katherine Tegen Books,ebook,65,2014.0,2014.0,,7/12/2017,,,read,,1,"Divergent, #0.3"
11735983,Insurgent ,Veronica Roth,"Roth, Veronica",,0007442912,9780007442911.0,2,3.98,HarperCollins Children's Books,Hardcover,525,2012.0,2012.0,,4/23/2016,,,read,,1,"Divergent, #2"
18080923,The Traitor ,Veronica Roth,"Roth, Veronica",,006228567X,9780062285676.0,1,4.14,Katherine Tegen Books,Unknown Binding,48,2014.0,2014.0,,7/12/2017,,,read,,1,"Divergent, #0.4"
22328546,Red Queen ,Victoria Aveyard,"Aveyard, Victoria",,,,2,4.01,HarperTeen,Hardcover,388,2015.0,2015.0,,4/23/2016,2016,2016 (#1),read,,1,"Red Queen, #1"
58674844,Winter Gods & Serpents ,Wendy Heiss,"Heiss, Wendy",,1399908219,9781399908214.0,0,3.99,Nielsen,Paperback,654,2021.0,2021.0,,11/7/2022,to-read,to-read (#137),to-read,,0,"The Auran Chronicles, #1"
11808950,Sweet Evil ,Wendy Higgins,"Higgins, Wendy",,0062085611,9780062085610.0,4,4.08,HarperTeen,Paperback,447,2012.0,2012.0,,4/23/2016,2016,2016 (#14),read,,1,"Sweet, #1"
15768191,Sweet Peril ,Wendy Higgins,"Higgins, Wendy",,0062265946,9780062265944.0,0,4.24,HarperTeen,Paperback,375,2013.0,2013.0,8/11/2016,8/9/2016,2016,2016 (#43),read,,1,"Sweet, #2"
16007855,Sweet Reckoning ,Wendy Higgins,"Higgins, Wendy",,0062265970,9780062265975.0,4,4.29,HarperTeen,Paperback,379,2014.0,2014.0,8/13/2016,8/11/2016,2016,2016 (#44),read,,1,"Sweet, #3"
24039422,Sweet Temptation ,Wendy Higgins,"Higgins, Wendy",,0062381423,9780062381422.0,4,4.22,HarperTeen,Paperback,484,2015.0,2015.0,6/24/2017,6/20/2017,2017,2017 (#42),read,,1,"Sweet, #4"
60730784,A Kingdom of Flame and Fury ,Whitney Dean,"Dean, Whitney",,,9798986011806.0,0,3.7,Phantom House Press,Kindle Edition,547,2022.0,,,11/7/2022,to-read,to-read (#134),to-read,,0,"The Four Kingdoms, #1"
52459864,Iron Widow ,Xiran Jay Zhao,"Zhao, Xiran Jay",,0735269939,9780735269934.0,0,4.09,Penguin Teen,Hardcover,391,2021.0,2021.0,,7/16/2022,to-read,to-read (#66),to-read,,0,"Iron Widow, #1"
37800111,The Last Children of Tokyo,Yōko Tawada,"Tawada, Yōko",Margaret Mitsutani,1846276705,9781846276705.0,0,3.45,Portobello Books,Paperback,138,2018.0,2014.0,,8/22/2023,currently-reading,currently-reading (#3),currently-reading,,1,
22510983,Girl Online ,Zoe Sugg,"Sugg, Zoe",Siobhan Curham,0141357274,9780141357270.0,1,3.66,Atria / Keywords Press,Hardcover,352,2014.0,2014.0,5/21/2016,5/12/2016,2016,2016 (#33),read,,1,"Girl Online, #1"
23208406,On Tour ,Zoe Sugg,"Sugg, Zoe",,,,1,3.74,Keywords Press,Hardcover,352,2015.0,2015.0,,5/21/2016,2016,2016 (#34),read,,1,Girl Online #2
